price,area,bedrooms,bathrooms,stories,mainroad,guestroom,basement,hotwaterheating,airconditioning,parking,prefarea,furnishingstatus_ordinal,furnishingstatus_semi-furnished,furnishingstatus_unfurnished,area_per_bedroom,area_per_bathroom,is_fully_equipped
4025000,3460,3,2,1,1,0,1,0,1,1,0,2,False,False,1153.3333333333333,1730.0,0
4025000,5400,3,1,1,1,0,0,0,0,3,0,1,True,False,1800.0,5400.0,0
4007500,4500,3,1,2,0,0,1,0,1,0,0,1,True,False,1500.0,4500.0,0
4007500,3460,4,1,2,1,0,0,0,1,0,0,1,True,False,865.0,3460.0,0
3990000,4100,4,1,1,0,0,1,0,0,0,0,0,False,True,1025.0,4100.0,0
3990000,6480,3,1,2,0,0,0,0,1,1,0,1,True,False,2160.0,6480.0,0
3990000,4500,3,2,2,0,0,1,0,1,0,0,1,True,False,1500.0,2250.0,0
3990000,3960,3,1,2,1,0,0,0,0,0,0,2,False,False,1320.0,3960.0,0
3990000,4050,2,1,2,1,1,1,0,0,0,1,0,False,True,2025.0,4050.0,0
3920000,7260,3,2,1,1,1,1,0,0,3,0,2,False,False,2420.0,3630.0,0
3920000,5500,4,1,2,1,1,1,0,0,0,0,1,True,False,1375.0,5500.0,0
3920000,3000,3,1,2,1,0,0,0,0,0,0,1,True,False,1000.0,3000.0,0
3920000,3290,2,1,1,1,0,0,1,0,1,0,2,False,False,1645.0,3290.0,0
3920000,3816,2,1,1,1,0,1,0,1,2,0,2,False,False,1908.0,3816.0,0
3920000,8080,3,1,1,1,0,0,0,1,2,0,1,True,False,2693.3333333333335,8080.0,0
3920000,2145,4,2,1,1,0,1,0,0,0,1,0,False,True,536.25,1072.5,0
3885000,3780,2,1,2,1,1,1,0,0,0,0,1,True,False,1890.0,3780.0,0
3885000,3180,4,2,2,1,0,0,0,0,0,0,2,False,False,795.0,1590.0,0
3850000,5300,5,2,2,1,0,0,0,0,0,0,1,True,False,1060.0,2650.0,0
3850000,3180,2,2,1,1,0,1,0,0,2,0,1,True,False,1590.0,1590.0,0
3850000,7152,3,1,2,1,0,0,0,1,0,0,2,False,False,2384.0,7152.0,0
3850000,4080,2,1,1,1,0,0,0,0,0,0,1,True,False,2040.0,4080.0,0
3850000,3850,2,1,1,1,0,0,0,0,0,0,1,True,False,1925.0,3850.0,0
3850000,2015,3,1,2,1,0,1,0,0,0,1,1,True,False,671.6666666666666,2015.0,0
3850000,2176,2,1,2,1,1,0,0,0,0,1,1,True,False,1088.0,2176.0,0
3836000,3350,3,1,2,1,0,0,0,0,0,0,0,False,True,1116.6666666666667,3350.0,0
3815000,3150,2,2,1,0,0,1,0,0,0,0,1,True,False,1575.0,1575.0,0
3780000,4820,3,1,2,1,0,0,0,0,0,0,1,True,False,1606.6666666666667,4820.0,0
3780000,3420,2,1,2,1,0,0,1,0,1,0,1,True,False,1710.0,3420.0,0
3780000,3600,2,1,1,1,0,0,0,0,0,0,1,True,False,1800.0,3600.0,0
3780000,5830,2,1,1,1,0,0,0,0,2,0,0,False,True,2915.0,5830.0,0
3780000,2856,3,1,3,1,0,0,0,0,0,1,2,False,False,952.0,2856.0,0
3780000,8400,2,1,1,1,0,0,0,0,1,0,2,False,False,4200.0,8400.0,0
3773000,8250,3,1,1,1,0,0,0,0,2,0,2,False,False,2750.0,8250.0,0
3773000,6930,4,1,2,0,0,0,0,0,1,0,2,False,False,1732.5,6930.0,0
3745000,3480,2,1,1,1,0,0,0,0,0,1,1,True,False,1740.0,3480.0,0
3710000,3600,3,1,1,1,0,0,0,0,1,0,0,False,True,1200.0,3600.0,0
3710000,4040,2,1,1,1,0,0,0,0,0,0,1,True,False,2020.0,4040.0,0
3710000,6020,3,1,1,1,0,0,0,0,0,0,1,True,False,2006.6666666666667,6020.0,0
3710000,4050,2,1,1,1,0,0,0,0,0,0,2,False,False,2025.0,4050.0,0
3710000,3584,2,1,1,1,0,0,1,0,0,0,1,True,False,1792.0,3584.0,0
3703000,3120,3,1,2,0,0,1,1,0,0,0,1,True,False,1040.0,3120.0,0
3703000,5450,2,1,1,1,0,0,0,0,0,0,2,False,False,2725.0,5450.0,0
3675000,3630,2,1,1,1,0,1,0,0,0,0,2,False,False,1815.0,3630.0,0
3675000,3630,2,1,1,1,0,0,0,1,0,0,0,False,True,1815.0,3630.0,0
3675000,5640,2,1,1,0,0,0,0,0,0,0,1,True,False,2820.0,5640.0,0
3675000,3600,2,1,1,1,0,0,0,0,0,0,2,False,False,1800.0,3600.0,0
3640000,4280,2,1,1,1,0,0,0,1,2,0,1,True,False,2140.0,4280.0,0
3640000,3570,3,1,2,1,0,1,0,0,0,0,1,True,False,1190.0,3570.0,0
3640000,3180,3,1,2,0,0,1,0,0,0,0,1,True,False,1060.0,3180.0,0
3640000,3000,2,1,2,1,0,0,0,1,0,0,2,False,False,1500.0,3000.0,0
3640000,3520,2,2,1,1,0,1,0,0,0,0,1,True,False,1760.0,1760.0,0
3640000,5960,3,1,2,1,1,1,0,0,0,0,0,False,True,1986.6666666666667,5960.0,0
3640000,4130,3,2,2,1,0,0,0,0,2,0,1,True,False,1376.6666666666667,2065.0,0
3640000,2850,3,2,2,0,0,1,0,0,0,1,0,False,True,950.0,1425.0,0
3640000,2275,3,1,3,1,0,0,1,1,0,1,1,True,False,758.3333333333334,2275.0,0
3633000,3520,3,1,1,1,0,0,0,0,2,1,0,False,True,1173.3333333333333,3520.0,0
3605000,4500,2,1,1,1,0,0,0,0,0,0,1,True,False,2250.0,4500.0,0
3605000,4000,2,1,1,1,0,0,0,0,0,1,1,True,False,2000.0,4000.0,0
3570000,3150,3,1,2,1,0,1,0,0,0,0,2,False,False,1050.0,3150.0,0
3570000,4500,4,2,2,1,0,1,0,0,2,0,2,False,False,1125.0,2250.0,0
3570000,4500,2,1,1,0,0,0,0,0,0,0,2,False,False,2250.0,4500.0,0
3570000,3640,2,1,1,1,0,0,0,0,0,0,0,False,True,1820.0,3640.0,0
3535000,3850,3,1,1,1,0,0,0,0,2,0,0,False,True,1283.3333333333333,3850.0,0
3500000,4240,3,1,2,1,0,0,0,1,0,0,1,True,False,1413.3333333333333,4240.0,0
3500000,3650,3,1,2,1,0,0,0,0,0,0,0,False,True,1216.6666666666667,3650.0,0
3500000,4600,4,1,2,1,0,0,0,0,0,0,1,True,False,1150.0,4600.0,0
3500000,2135,3,2,2,0,0,0,0,0,0,0,0,False,True,711.6666666666666,1067.5,0
3500000,3036,3,1,2,1,0,1,0,0,0,0,1,True,False,1012.0,3036.0,0
3500000,3990,3,1,2,1,0,0,0,0,0,0,1,True,False,1330.0,3990.0,0
3500000,7424,3,1,1,0,0,0,0,0,0,0,0,False,True,2474.6666666666665,7424.0,0
3500000,3480,3,1,1,0,0,0,0,1,0,0,0,False,True,1160.0,3480.0,0
3500000,3600,6,1,2,1,0,0,0,0,1,0,0,False,True,600.0,3600.0,0
3500000,3640,2,1,1,1,0,0,0,0,1,0,1,True,False,1820.0,3640.0,0
3500000,5900,2,1,1,1,0,0,0,0,1,0,2,False,False,2950.0,5900.0,0
3500000,3120,3,1,2,1,0,0,0,0,1,0,0,False,True,1040.0,3120.0,0
3500000,7350,2,1,1,1,0,0,0,0,1,0,1,True,False,3675.0,7350.0,0
3500000,3512,2,1,1,1,0,0,0,0,1,1,0,False,True,1756.0,3512.0,0
3500000,9500,3,1,2,1,0,0,0,0,3,1,0,False,True,3166.6666666666665,9500.0,0
3500000,5880,2,1,1,1,0,0,0,0,0,0,0,False,True,2940.0,5880.0,0
3500000,12944,3,1,1,1,0,0,0,0,0,0,0,False,True,4314.666666666667,12944.0,0
3493000,4900,3,1,2,0,0,0,0,0,0,0,0,False,True,1633.3333333333333,4900.0,0
3465000,3060,3,1,1,1,0,0,0,0,0,0,0,False,True,1020.0,3060.0,0
3465000,5320,2,1,1,1,0,0,0,0,1,1,0,False,True,2660.0,5320.0,0
3465000,2145,3,1,3,1,0,0,0,0,0,1,2,False,False,715.0,2145.0,0
3430000,4000,2,1,1,1,0,0,0,0,0,0,0,False,True,2000.0,4000.0,0
3430000,3185,2,1,1,1,0,0,0,0,2,0,0,False,True,1592.5,3185.0,0
3430000,3850,3,1,1,1,0,0,0,0,0,0,0,False,True,1283.3333333333333,3850.0,0
3430000,2145,3,1,3,1,0,0,0,0,0,1,2,False,False,715.0,2145.0,0
3430000,2610,3,1,2,1,0,1,0,0,0,1,0,False,True,870.0,2610.0,0
3430000,1950,3,2,2,1,0,1,0,0,0,1,0,False,True,650.0,975.0,0
3423000,4040,2,1,1,1,0,0,0,0,0,0,0,False,True,2020.0,4040.0,0
3395000,4785,3,1,2,1,1,1,0,1,1,0,2,False,False,1595.0,4785.0,0
3395000,3450,3,1,1,1,0,1,0,0,2,0,0,False,True,1150.0,3450.0,0
3395000,3640,2,1,1,1,0,0,0,0,0,0,2,False,False,1820.0,3640.0,0
3360000,3500,4,1,2,1,0,0,0,1,2,0,0,False,True,875.0,3500.0,0
3360000,4960,4,1,3,0,0,0,0,0,0,0,1,True,False,1240.0,4960.0,0
3360000,4120,2,1,2,1,0,0,0,0,0,0,0,False,True,2060.0,4120.0,0
3360000,4750,2,1,1,1,0,0,0,0,0,0,0,False,True,2375.0,4750.0,0
3360000,3720,2,1,1,0,0,0,0,1,0,0,0,False,True,1860.0,3720.0,0
3360000,3750,3,1,1,1,0,0,0,0,0,0,0,False,True,1250.0,3750.0,0
3360000,3100,3,1,2,0,0,1,0,0,0,0,1,True,False,1033.3333333333333,3100.0,0
3360000,3185,2,1,1,1,0,1,0,0,2,0,2,False,False,1592.5,3185.0,0
3353000,2700,3,1,1,0,0,0,0,0,0,0,2,False,False,900.0,2700.0,0
3332000,2145,3,1,2,1,0,1,0,0,0,1,2,False,False,715.0,2145.0,0
3325000,4040,2,1,1,1,0,0,0,0,1,0,0,False,True,2020.0,4040.0,0
3325000,4775,4,1,2,1,0,0,0,0,0,0,0,False,True,1193.75,4775.0,0
3290000,2500,2,1,1,0,0,0,0,1,0,0,0,False,True,1250.0,2500.0,0
3290000,3180,4,1,2,1,0,1,0,1,0,0,0,False,True,795.0,3180.0,0
3290000,6060,3,1,1,1,1,1,0,0,0,0,2,False,False,2020.0,6060.0,0
3290000,3480,4,1,2,0,0,0,0,0,1,0,1,True,False,870.0,3480.0,0
3290000,3792,4,1,2,1,0,0,0,0,0,0,1,True,False,948.0,3792.0,0
3290000,4040,2,1,1,1,0,0,0,0,0,0,0,False,True,2020.0,4040.0,0
3290000,2145,3,1,2,1,0,1,0,0,0,1,2,False,False,715.0,2145.0,0
3290000,5880,3,1,1,1,0,0,0,0,1,0,0,False,True,1960.0,5880.0,0
3255000,4500,2,1,1,0,0,0,0,0,0,0,1,True,False,2250.0,4500.0,0
3255000,3930,2,1,1,0,0,0,0,0,0,0,0,False,True,1965.0,3930.0,0
3234000,3640,4,1,2,1,0,1,0,0,0,0,0,False,True,910.0,3640.0,0
3220000,4370,3,1,2,1,0,0,0,0,0,0,0,False,True,1456.6666666666667,4370.0,0
3220000,2684,2,1,1,1,0,0,0,1,1,0,0,False,True,1342.0,2684.0,0
3220000,4320,3,1,1,0,0,0,0,0,1,0,0,False,True,1440.0,4320.0,0
3220000,3120,3,1,2,0,0,0,0,0,0,0,2,False,False,1040.0,3120.0,0
3150000,3450,1,1,1,1,0,0,0,0,0,0,2,False,False,3450.0,3450.0,0
3150000,3500,2,1,1,0,0,1,0,0,0,0,1,True,False,1750.0,3500.0,0
3150000,4095,2,1,1,1,0,0,0,0,2,0,1,True,False,2047.5,4095.0,0
3150000,1650,3,1,2,0,0,1,0,0,0,0,0,False,True,550.0,1650.0,0
3150000,3450,3,1,2,1,0,1,0,0,0,0,1,True,False,1150.0,3450.0,0
3150000,6750,2,1,1,1,0,0,0,0,0,0,1,True,False,3375.0,6750.0,0
3150000,9000,3,1,2,1,0,0,0,0,2,0,1,True,False,3000.0,9000.0,0
3150000,3069,2,1,1,1,0,0,0,0,1,0,0,False,True,1534.5,3069.0,0
3143000,4500,3,1,2,1,0,0,0,1,0,0,0,False,True,1500.0,4500.0,0
3129000,5495,3,1,1,1,0,1,0,0,0,0,0,False,True,1831.6666666666667,5495.0,0
3118850,2398,3,1,1,1,0,0,0,0,0,1,1,True,False,799.3333333333334,2398.0,0
3115000,3000,3,1,1,0,0,0,0,1,0,0,0,False,True,1000.0,3000.0,0
3115000,3850,3,1,2,1,0,0,0,0,0,0,0,False,True,1283.3333333333333,3850.0,0
3115000,3500,2,1,1,1,0,0,0,0,0,0,0,False,True,1750.0,3500.0,0
3087000,8100,2,1,1,1,0,0,0,0,1,0,0,False,True,4050.0,8100.0,0
3080000,4960,2,1,1,1,0,1,0,1,0,0,0,False,True,2480.0,4960.0,0
3080000,2160,3,1,2,0,0,1,0,0,0,0,1,True,False,720.0,2160.0,0
3080000,3090,2,1,1,1,1,1,0,0,0,0,0,False,True,1545.0,3090.0,0
3080000,4500,2,1,2,1,0,0,1,0,1,0,1,True,False,2250.0,4500.0,0
3045000,3800,2,1,1,1,0,0,0,0,0,0,0,False,True,1900.0,3800.0,0
3010000,3090,3,1,2,0,0,0,0,0,0,0,1,True,False,1030.0,3090.0,0
3010000,3240,3,1,2,1,0,0,0,0,2,0,1,True,False,1080.0,3240.0,0
3010000,2835,2,1,1,1,0,0,0,0,0,0,1,True,False,1417.5,2835.0,0
3010000,4600,2,1,1,1,0,0,0,0,0,0,2,False,False,2300.0,4600.0,0
3010000,5076,3,1,1,0,0,0,0,0,0,0,0,False,True,1692.0,5076.0,0
3010000,3750,3,1,2,1,0,0,0,0,0,0,0,False,True,1250.0,3750.0,0
3010000,3630,4,1,2,1,0,0,0,0,3,0,1,True,False,907.5,3630.0,0
3003000,8050,2,1,1,1,0,0,0,0,0,0,0,False,True,4025.0,8050.0,0
2975000,4352,4,1,2,0,0,0,0,0,1,0,0,False,True,1088.0,4352.0,0
2961000,3000,2,1,2,1,0,0,0,0,0,0,1,True,False,1500.0,3000.0,0
2940000,5850,3,1,2,1,0,1,0,0,1,0,0,False,True,1950.0,5850.0,0
2940000,4960,2,1,1,1,0,0,0,0,0,0,0,False,True,2480.0,4960.0,0
2940000,3600,3,1,2,0,0,0,0,0,1,0,0,False,True,1200.0,3600.0,0
2940000,3660,4,1,2,0,0,0,0,0,0,0,0,False,True,915.0,3660.0,0
2940000,3480,3,1,2,0,0,0,0,0,1,0,1,True,False,1160.0,3480.0,0
2940000,2700,2,1,1,0,0,0,0,0,0,0,2,False,False,1350.0,2700.0,0
2940000,3150,3,1,2,0,0,0,0,0,0,0,0,False,True,1050.0,3150.0,0
2940000,6615,3,1,2,1,0,0,0,0,0,0,1,True,False,2205.0,6615.0,0
2870000,3040,2,1,1,0,0,0,0,0,0,0,0,False,True,1520.0,3040.0,0
2870000,3630,2,1,1,1,0,0,0,0,0,0,0,False,True,1815.0,3630.0,0
2870000,6000,2,1,1,1,0,0,0,0,0,0,1,True,False,3000.0,6000.0,0
2870000,5400,4,1,2,1,0,0,0,0,0,0,0,False,True,1350.0,5400.0,0
2852500,5200,4,1,3,1,0,0,0,0,0,0,0,False,True,1300.0,5200.0,0
2835000,3300,3,1,2,0,0,0,0,0,1,0,1,True,False,1100.0,3300.0,0
2835000,4350,3,1,2,0,0,0,1,0,1,0,0,False,True,1450.0,4350.0,0
2835000,2640,2,1,1,0,0,0,0,0,1,0,2,False,False,1320.0,2640.0,0
2800000,2650,3,1,2,1,0,1,0,0,1,0,0,False,True,883.3333333333334,2650.0,0
2800000,3960,3,1,1,1,0,0,0,0,0,0,2,False,False,1320.0,3960.0,0
2730000,6800,2,1,1,1,0,0,0,0,0,0,0,False,True,3400.0,6800.0,0
2730000,4000,3,1,2,1,0,0,0,0,1,0,0,False,True,1333.3333333333333,4000.0,0
2695000,4000,2,1,1,1,0,0,0,0,0,0,0,False,True,2000.0,4000.0,0
2660000,3934,2,1,1,1,0,0,0,0,0,0,0,False,True,1967.0,3934.0,0
2660000,2000,2,1,2,1,0,0,0,0,0,0,1,True,False,1000.0,2000.0,0
2660000,2800,3,1,1,1,0,0,0,0,0,0,0,False,True,933.3333333333334,2800.0,0
2660000,2430,3,1,1,0,0,0,0,0,0,0,0,False,True,810.0,2430.0,0
2660000,3480,2,1,1,1,0,0,0,0,1,0,1,True,False,1740.0,3480.0,0
2660000,4000,3,1,1,1,0,0,0,0,0,0,1,True,False,1333.3333333333333,4000.0,0
2653000,3185,2,1,1,1,0,0,0,1,0,0,0,False,True,1592.5,3185.0,0
2653000,4000,3,1,2,1,0,0,0,1,0,0,0,False,True,1333.3333333333333,4000.0,0
2604000,2910,2,1,1,0,0,0,0,0,0,0,0,False,True,1455.0,2910.0,0
2590000,3600,2,1,1,1,0,0,0,0,0,0,0,False,True,1800.0,3600.0,0
2590000,4400,2,1,1,1,0,0,0,0,0,0,0,False,True,2200.0,4400.0,0
2590000,3600,2,2,2,1,0,1,0,0,1,0,2,False,False,1800.0,1800.0,0
2520000,2880,3,1,1,0,0,0,0,0,0,0,0,False,True,960.0,2880.0,0
2520000,3180,3,1,1,0,0,0,0,0,0,0,0,False,True,1060.0,3180.0,0
2520000,3000,2,1,2,1,0,0,0,0,0,0,2,False,False,1500.0,3000.0,0
2485000,4400,3,1,2,1,0,0,0,0,0,0,0,False,True,1466.6666666666667,4400.0,0
2485000,3000,3,1,2,0,0,0,0,0,0,0,1,True,False,1000.0,3000.0,0
2450000,3210,3,1,2,1,0,1,0,0,0,0,0,False,True,1070.0,3210.0,0
2450000,3240,2,1,1,0,1,0,0,0,1,0,0,False,True,1620.0,3240.0,0
2450000,3000,2,1,1,1,0,0,0,0,1,0,0,False,True,1500.0,3000.0,0
2450000,3500,2,1,1,1,1,0,0,0,0,0,0,False,True,1750.0,3500.0,0
2450000,4840,2,1,2,1,0,0,0,0,0,0,0,False,True,2420.0,4840.0,0
2450000,7700,2,1,1,1,0,0,0,0,0,0,0,False,True,3850.0,7700.0,0
2408000,3635,2,1,1,0,0,0,0,0,0,0,0,False,True,1817.5,3635.0,0
2380000,2475,3,1,2,1,0,0,0,0,0,0,2,False,False,825.0,2475.0,0
2380000,2787,4,2,2,1,0,0,0,0,0,0,2,False,False,696.75,1393.5,0
2380000,3264,2,1,1,1,0,0,0,0,0,0,0,False,True,1632.0,3264.0,0
2345000,3640,2,1,1,1,0,0,0,0,0,0,0,False,True,1820.0,3640.0,0
2310000,3180,2,1,1,1,0,0,0,0,0,0,0,False,True,1590.0,3180.0,0
2275000,1836,2,1,1,0,0,1,0,0,0,0,1,True,False,918.0,1836.0,0
2275000,3970,1,1,1,0,0,0,0,0,0,0,0,False,True,3970.0,3970.0,0
2275000,3970,3,1,2,1,0,1,0,0,0,0,0,False,True,1323.3333333333333,3970.0,0
2240000,1950,3,1,1,0,0,0,1,0,0,0,0,False,True,650.0,1950.0,0
2233000,5300,3,1,1,0,0,0,0,1,0,1,0,False,True,1766.6666666666667,5300.0,0
2135000,3000,2,1,1,0,0,0,0,0,0,0,0,False,True,1500.0,3000.0,0
2100000,2400,3,1,2,1,0,0,0,0,0,0,0,False,True,800.0,2400.0,0
2100000,3000,4,1,2,1,0,0,0,0,0,0,0,False,True,750.0,3000.0,0
2100000,3360,2,1,1,1,0,0,0,0,1,0,0,False,True,1680.0,3360.0,0
1960000,3420,5,1,2,0,0,0,0,0,0,0,0,False,True,684.0,3420.0,0
1890000,1700,3,1,2,1,0,0,0,0,0,0,0,False,True,566.6666666666666,1700.0,0
1890000,3649,2,1,1,1,0,0,0,0,0,0,0,False,True,1824.5,3649.0,0
1855000,2990,2,1,1,0,0,0,0,0,1,0,0,False,True,1495.0,2990.0,0
1820000,3000,2,1,1,1,0,1,0,0,2,0,0,False,True,1500.0,3000.0,0
1767150,2400,3,1,1,0,0,0,0,0,0,0,1,True,False,800.0,2400.0,0
1750000,3620,2,1,1,1,0,0,0,0,0,0,0,False,True,1810.0,3620.0,0
1750000,2910,3,1,1,0,0,0,0,0,0,0,2,False,False,970.0,2910.0,0
1750000,3850,3,1,2,1,0,0,0,0,0,0,0,False,True,1283.3333333333333,3850.0,0
